comp_id_a,comp_id_b,value,note
12,109,2.5,Data pipeline + архитектура
13,14,-1.0,Дублирование роли
13,17,-1.0,Дублирование роли
13,18,-1.0,Дублирование роли
13,19,2.0,Аналитика + моделирование
13,20,2.0,Аналитика + моделирование
13,23,-1.0,Дублирование роли
13,24,-1.0,Дублирование роли
13,27,-1.0,Дублирование роли
13,28,-1.0,Дублирование роли
13,48,-1.0,Дублирование роли
13,49,-1.0,Дублирование роли
13,60,-1.0,Дублирование роли
13,69,-1.0,Дублирование роли
13,72,2.0,Аналитика + моделирование
13,73,2.0,Аналитика + моделирование
13,74,2.0,Аналитика + моделирование
13,75,2.0,Аналитика + моделирование
14,17,-1.0,Дублирование роли
14,18,-1.0,Дублирование роли
14,19,2.0,Аналитика + моделирование
14,20,2.0,Аналитика + моделирование
14,23,-1.0,Дублирование роли
14,24,-1.0,Дублирование роли
14,27,-1.0,Дублирование роли
14,28,-1.0,Дублирование роли
14,48,-1.0,Дублирование роли
14,49,-1.0,Дублирование роли
14,60,-1.0,Дублирование роли
14,69,-1.0,Дублирование роли
14,72,2.0,Аналитика + моделирование
14,73,2.0,Аналитика + моделирование
14,74,2.0,Аналитика + моделирование
14,75,2.0,Аналитика + моделирование
15,16,-1.0,Дублирование роли
15,19,2.5,Исследования + продакшн
15,20,2.5,Исследования + продакшн
15,21,-1.0,Дублирование роли
15,22,-1.0,Дублирование роли
15,29,-1.0,Дублирование роли
15,30,-1.0,Дублирование роли
15,31,2.5,R&D → Engineering
15,32,2.5,R&D → Engineering
15,33,2.5,R&D → Engineering
15,34,-1.0,Дублирование роли
15,35,-1.0,Дублирование роли
15,36,2.5,AI + ML сильная синергия
15,37,2.5,AI + ML сильная синергия
15,38,3.0,ML pipeline: данные + модели
15,39,3.0,ML pipeline: данные + модели
15,40,1.5,Масштабируемая ML-система
15,41,1.5,Масштабируемая ML-система
15,42,2.5,R&D → Engineering
15,43,2.5,R&D → Engineering
15,44,2.5,R&D → Engineering
15,45,2.5,R&D → Engineering
15,46,1.5,Масштабируемая ML-система
15,47,1.5,Масштабируемая ML-система
15,50,2.5,R&D → Engineering
15,51,2.5,R&D → Engineering
15,52,2.5,R&D → Engineering
15,53,2.5,R&D → Engineering
15,54,2.5,R&D → Engineering
15,61,2.5,R&D → Engineering
15,62,2.5,R&D → Engineering
15,65,-1.0,Дублирование роли
15,66,-1.0,Дублирование роли
15,70,2.5,R&D → Engineering
15,71,2.5,R&D → Engineering
15,72,2.5,Исследования + продакшн
15,73,2.5,Исследования + продакшн
15,74,2.5,Исследования + продакшн
15,75,2.5,Исследования + продакшн
15,77,-1.0,Дублирование роли
15,78,-1.0,Дублирование роли
15,79,2.5,AI + ML сильная синергия
15,80,2.5,AI + ML сильная синергия
15,81,2.5,R&D → Engineering
15,82,2.5,R&D → Engineering
15,85,2.5,AI + ML сильная синергия
15,86,2.5,AI + ML сильная синергия
15,87,2.5,AI + ML сильная синергия
15,88,2.5,AI + ML сильная синергия
15,89,3.0,ML pipeline: данные + модели
15,90,2.5,R&D → Engineering
15,91,2.5,R&D → Engineering
15,92,2.5,R&D → Engineering
15,93,2.5,R&D → Engineering
15,94,2.5,R&D → Engineering
15,97,1.5,Масштабируемая ML-система
15,98,1.5,Масштабируемая ML-система
15,101,2.5,R&D → Engineering
15,102,3.0,ML pipeline: данные + модели
15,103,3.0,ML pipeline: данные + модели
15,104,3.0,ML pipeline: данные + модели
15,108,1.5,Масштабируемая ML-система
15,109,1.5,Масштабируемая ML-система
16,19,2.5,Исследования + продакшн
16,20,2.5,Исследования + продакшн
16,21,-1.0,Дублирование роли
16,22,-1.0,Дублирование роли
16,29,-1.0,Дублирование роли
16,30,-1.0,Дублирование роли
16,31,2.5,R&D → Engineering
16,32,2.5,R&D → Engineering
16,33,2.5,R&D → Engineering
16,34,-1.0,Дублирование роли
16,35,-1.0,Дублирование роли
16,36,2.5,AI + ML сильная синергия
16,37,2.5,AI + ML сильная синергия
16,38,3.0,ML pipeline: данные + модели
16,39,3.0,ML pipeline: данные + модели
16,40,1.5,Масштабируемая ML-система
16,41,1.5,Масштабируемая ML-система
16,42,2.5,R&D → Engineering
16,43,2.5,R&D → Engineering
16,44,2.5,R&D → Engineering
16,45,2.5,R&D → Engineering
16,46,1.5,Масштабируемая ML-система
16,47,1.5,Масштабируемая ML-система
16,50,2.5,R&D → Engineering
16,51,2.5,R&D → Engineering
16,52,2.5,R&D → Engineering
16,53,2.5,R&D → Engineering
16,54,2.5,R&D → Engineering
16,61,2.5,R&D → Engineering
16,62,2.5,R&D → Engineering
16,65,-1.0,Дублирование роли
16,66,-1.0,Дублирование роли
16,70,2.5,R&D → Engineering
16,71,2.5,R&D → Engineering
16,72,2.5,Исследования + продакшн
16,73,2.5,Исследования + продакшн
16,74,2.5,Исследования + продакшн
16,75,2.5,Исследования + продакшн
16,77,-1.0,Дублирование роли
16,78,-1.0,Дублирование роли
16,79,2.5,AI + ML сильная синергия
16,80,2.5,AI + ML сильная синергия
16,81,2.5,R&D → Engineering
16,82,2.5,R&D → Engineering
16,85,2.5,AI + ML сильная синергия
16,86,2.5,AI + ML сильная синергия
16,87,2.5,AI + ML сильная синергия
16,88,2.5,AI + ML сильная синергия
16,89,3.0,ML pipeline: данные + модели
16,90,2.5,R&D → Engineering
16,91,2.5,R&D → Engineering
16,92,2.5,R&D → Engineering
16,93,2.5,R&D → Engineering
16,94,2.5,R&D → Engineering
16,97,1.5,Масштабируемая ML-система
16,98,1.5,Масштабируемая ML-система
16,101,2.5,R&D → Engineering
16,102,3.0,ML pipeline: данные + модели
16,103,3.0,ML pipeline: данные + модели
16,104,3.0,ML pipeline: данные + модели
16,108,1.5,Масштабируемая ML-система
16,109,1.5,Масштабируемая ML-система
17,18,-1.0,Дублирование роли
17,19,2.0,Аналитика + моделирование
17,20,2.0,Аналитика + моделирование
17,23,-1.0,Дублирование роли
17,24,-1.0,Дублирование роли
17,27,-1.0,Дублирование роли
17,28,-1.0,Дублирование роли
17,48,-1.0,Дублирование роли
17,49,-1.0,Дублирование роли
17,60,-1.0,Дублирование роли
17,69,-1.0,Дублирование роли
17,72,2.0,Аналитика + моделирование
17,73,2.0,Аналитика + моделирование
17,74,2.0,Аналитика + моделирование
17,75,2.0,Аналитика + моделирование
18,19,2.0,Аналитика + моделирование
18,20,2.0,Аналитика + моделирование
18,23,-1.0,Дублирование роли
18,24,-1.0,Дублирование роли
18,27,-1.0,Дублирование роли
18,28,-1.0,Дублирование роли
18,48,-1.0,Дублирование роли
18,49,-1.0,Дублирование роли
18,60,-1.0,Дублирование роли
18,69,-1.0,Дублирование роли
18,72,2.0,Аналитика + моделирование
18,73,2.0,Аналитика + моделирование
18,74,2.0,Аналитика + моделирование
18,75,2.0,Аналитика + моделирование
19,20,-1.0,Дублирование роли
19,21,2.5,Исследования + продакшн
19,22,2.5,Исследования + продакшн
19,23,2.0,Аналитика + моделирование
19,24,2.0,Аналитика + моделирование
19,25,2.0,Аналитика + моделирование
19,26,2.0,Аналитика + моделирование
19,27,2.0,Аналитика + моделирование
19,28,2.0,Аналитика + моделирование
19,29,2.5,Исследования + продакшн
19,30,2.5,Исследования + продакшн
19,31,1.5,Исследования + практика
19,32,1.5,Исследования + практика
19,33,1.5,Исследования + практика
19,34,2.5,Исследования + продакшн
19,35,2.5,Исследования + продакшн
19,40,1.5,Data-driven архитектура
19,41,1.5,Data-driven архитектура
19,42,1.5,Исследования + практика
19,43,1.5,Исследования + практика
19,44,1.5,Исследования + практика
19,45,1.5,Исследования + практика
19,46,1.5,Data-driven архитектура
19,47,1.5,Data-driven архитектура
19,48,2.0,Аналитика + моделирование
19,49,2.0,Аналитика + моделирование
19,50,1.5,Исследования + практика
19,51,1.5,Исследования + практика
19,52,1.5,Исследования + практика
19,53,1.5,Исследования + практика
19,54,1.5,Исследования + практика
19,55,2.0,Аналитика + моделирование
19,56,2.0,Аналитика + моделирование
19,57,2.5,Исследования + продакшн
19,58,2.0,Аналитика + моделирование
19,59,2.0,Аналитика + моделирование
19,60,2.0,Аналитика + моделирование
19,61,1.5,Исследования + практика
19,62,1.5,Исследования + практика
19,63,2.5,Исследования + продакшн
19,64,2.5,Исследования + продакшн
19,65,2.5,Исследования + продакшн
19,66,2.5,Исследования + продакшн
19,67,2.0,Аналитика + моделирование
19,68,2.0,Аналитика + моделирование
19,69,2.0,Аналитика + моделирование
19,70,1.5,Исследования + практика
19,71,1.5,Исследования + практика
19,72,-1.0,Дублирование роли
19,73,-1.0,Дублирование роли
19,74,-1.0,Дублирование роли
19,75,-1.0,Дублирование роли
19,76,2.5,Исследования + продакшн
19,77,2.5,Исследования + продакшн
19,78,2.5,Исследования + продакшн
19,81,1.5,Исследования + практика
19,82,1.5,Исследования + практика
19,83,2.5,Исследования + продакшн
19,84,2.5,Исследования + продакшн
19,90,1.5,Исследования + практика
19,91,1.5,Исследования + практика
19,92,1.5,Исследования + практика
19,93,1.5,Исследования + практика
19,94,1.5,Исследования + практика
19,95,2.5,Исследования + продакшн
19,96,2.5,Исследования + продакшн
19,97,1.5,Data-driven архитектура
19,98,1.5,Data-driven архитектура
19,99,2.5,Исследования + продакшн
19,100,2.5,Исследования + продакшн
19,101,1.5,Исследования + практика
19,105,2.5,Исследования + продакшн
19,106,2.0,Аналитика + моделирование
19,107,2.0,Аналитика + моделирование
19,108,1.5,Data-driven архитектура
19,109,1.5,Data-driven архитектура
19,110,2.0,Аналитика + моделирование
19,111,2.0,Аналитика + моделирование
20,21,2.5,Исследования + продакшн
20,22,2.5,Исследования + продакшн
20,23,2.0,Аналитика + моделирование
20,24,2.0,Аналитика + моделирование
20,25,2.0,Аналитика + моделирование
20,26,2.0,Аналитика + моделирование
20,27,2.0,Аналитика + моделирование
20,28,2.0,Аналитика + моделирование
20,29,2.5,Исследования + продакшн
20,30,2.5,Исследования + продакшн
20,31,1.5,Исследования + практика
20,32,1.5,Исследования + практика
20,33,1.5,Исследования + практика
20,34,2.5,Исследования + продакшн
20,35,2.5,Исследования + продакшн
20,40,1.5,Data-driven архитектура
20,41,1.5,Data-driven архитектура
20,42,1.5,Исследования + практика
20,43,1.5,Исследования + практика
20,44,1.5,Исследования + практика
20,45,1.5,Исследования + практика
20,46,1.5,Data-driven архитектура
20,47,1.5,Data-driven архитектура
20,48,2.0,Аналитика + моделирование
20,49,2.0,Аналитика + моделирование
20,50,1.5,Исследования + практика
20,51,1.5,Исследования + практика
20,52,1.5,Исследования + практика
20,53,1.5,Исследования + практика
20,54,1.5,Исследования + практика
20,55,2.0,Аналитика + моделирование
20,56,2.0,Аналитика + моделирование
20,57,2.5,Исследования + продакшн
20,58,2.0,Аналитика + моделирование
20,59,2.0,Аналитика + моделирование
20,60,2.0,Аналитика + моделирование
20,61,1.5,Исследования + практика
20,62,1.5,Исследования + практика
20,63,2.5,Исследования + продакшн
20,64,2.5,Исследования + продакшн
20,65,2.5,Исследования + продакшн
20,66,2.5,Исследования + продакшн
20,67,2.0,Аналитика + моделирование
20,68,2.0,Аналитика + моделирование
20,69,2.0,Аналитика + моделирование
20,70,1.5,Исследования + практика
20,71,1.5,Исследования + практика
20,72,-1.0,Дублирование роли
20,73,-1.0,Дублирование роли
20,74,-1.0,Дублирование роли
20,75,-1.0,Дублирование роли
20,76,2.5,Исследования + продакшн
20,77,2.5,Исследования + продакшн
20,78,2.5,Исследования + продакшн
20,81,1.5,Исследования + практика
20,82,1.5,Исследования + практика
20,83,2.5,Исследования + продакшн
20,84,2.5,Исследования + продакшн
20,90,1.5,Исследования + практика
20,91,1.5,Исследования + практика
20,92,1.5,Исследования + практика
20,93,1.5,Исследования + практика
20,94,1.5,Исследования + практика
20,95,2.5,Исследования + продакшн
20,96,2.5,Исследования + продакшн
20,97,1.5,Data-driven архитектура
20,98,1.5,Data-driven архитектура
20,99,2.5,Исследования + продакшн
20,100,2.5,Исследования + продакшн
20,101,1.5,Исследования + практика
20,105,2.5,Исследования + продакшн
20,106,2.0,Аналитика + моделирование
20,107,2.0,Аналитика + моделирование
20,108,1.5,Data-driven архитектура
20,109,1.5,Data-driven архитектура
20,110,2.0,Аналитика + моделирование
20,111,2.0,Аналитика + моделирование
21,22,-1.0,Дублирование роли
21,29,-1.0,Дублирование роли
21,30,-1.0,Дублирование роли
21,31,2.5,R&D → Engineering
21,32,2.5,R&D → Engineering
21,33,2.5,R&D → Engineering
21,34,-1.0,Дублирование роли
21,35,-1.0,Дублирование роли
21,36,2.5,AI + ML сильная синергия
21,37,2.5,AI + ML сильная синергия
21,38,3.0,ML pipeline: данные + модели
21,39,3.0,ML pipeline: данные + модели
21,40,1.5,Масштабируемая ML-система
21,41,1.5,Масштабируемая ML-система
21,42,2.5,R&D → Engineering
21,43,2.5,R&D → Engineering
21,44,2.5,R&D → Engineering
21,45,2.5,R&D → Engineering
21,46,1.5,Масштабируемая ML-система
21,47,1.5,Масштабируемая ML-система
21,50,2.5,R&D → Engineering
21,51,2.5,R&D → Engineering
21,52,2.5,R&D → Engineering
21,53,2.5,R&D → Engineering
21,54,2.5,R&D → Engineering
21,61,2.5,R&D → Engineering
21,62,2.5,R&D → Engineering
21,65,-1.0,Дублирование роли
21,66,-1.0,Дублирование роли
21,70,2.5,R&D → Engineering
21,71,2.5,R&D → Engineering
21,72,2.5,Исследования + продакшн
21,73,2.5,Исследования + продакшн
21,74,2.5,Исследования + продакшн
21,75,2.5,Исследования + продакшн
21,77,-1.0,Дублирование роли
21,78,-1.0,Дублирование роли
21,79,2.5,AI + ML сильная синергия
21,80,2.5,AI + ML сильная синергия
21,81,2.5,R&D → Engineering
21,82,2.5,R&D → Engineering
21,85,2.5,AI + ML сильная синергия
21,86,2.5,AI + ML сильная синергия
21,87,2.5,AI + ML сильная синергия
21,88,2.5,AI + ML сильная синергия
21,89,3.0,ML pipeline: данные + модели
21,90,2.5,R&D → Engineering
21,91,2.5,R&D → Engineering
21,92,2.5,R&D → Engineering
21,93,2.5,R&D → Engineering
21,94,2.5,R&D → Engineering
21,97,1.5,Масштабируемая ML-система
21,98,1.5,Масштабируемая ML-система
21,101,2.5,R&D → Engineering
21,102,3.0,ML pipeline: данные + модели
21,103,3.0,ML pipeline: данные + модели
21,104,3.0,ML pipeline: данные + модели
21,108,1.5,Масштабируемая ML-система
21,109,1.5,Масштабируемая ML-система
22,29,-1.0,Дублирование роли
22,30,-1.0,Дублирование роли
22,31,2.5,R&D → Engineering
22,32,2.5,R&D → Engineering
22,33,2.5,R&D → Engineering
22,34,-1.0,Дублирование роли
22,35,-1.0,Дублирование роли
22,36,2.5,AI + ML сильная синергия
22,37,2.5,AI + ML сильная синергия
22,38,3.0,ML pipeline: данные + модели
22,39,3.0,ML pipeline: данные + модели
22,40,1.5,Масштабируемая ML-система
22,41,1.5,Масштабируемая ML-система
22,42,2.5,R&D → Engineering
22,43,2.5,R&D → Engineering
22,44,2.5,R&D → Engineering
22,45,2.5,R&D → Engineering
22,46,1.5,Масштабируемая ML-система
22,47,1.5,Масштабируемая ML-система
22,50,2.5,R&D → Engineering
22,51,2.5,R&D → Engineering
22,52,2.5,R&D → Engineering
22,53,2.5,R&D → Engineering
22,54,2.5,R&D → Engineering
22,61,2.5,R&D → Engineering
22,62,2.5,R&D → Engineering
22,65,-1.0,Дублирование роли
22,66,-1.0,Дублирование роли
22,70,2.5,R&D → Engineering
22,71,2.5,R&D → Engineering
22,72,2.5,Исследования + продакшн
22,73,2.5,Исследования + продакшн
22,74,2.5,Исследования + продакшн
22,75,2.5,Исследования + продакшн
22,77,-1.0,Дублирование роли
22,78,-1.0,Дублирование роли
22,79,2.5,AI + ML сильная синергия
22,80,2.5,AI + ML сильная синергия
22,81,2.5,R&D → Engineering
22,82,2.5,R&D → Engineering
22,85,2.5,AI + ML сильная синергия
22,86,2.5,AI + ML сильная синергия
22,87,2.5,AI + ML сильная синергия
22,88,2.5,AI + ML сильная синергия
22,89,3.0,ML pipeline: данные + модели
22,90,2.5,R&D → Engineering
22,91,2.5,R&D → Engineering
22,92,2.5,R&D → Engineering
22,93,2.5,R&D → Engineering
22,94,2.5,R&D → Engineering
22,97,1.5,Масштабируемая ML-система
22,98,1.5,Масштабируемая ML-система
22,101,2.5,R&D → Engineering
22,102,3.0,ML pipeline: данные + модели
22,103,3.0,ML pipeline: данные + модели
22,104,3.0,ML pipeline: данные + модели
22,108,1.5,Масштабируемая ML-система
22,109,1.5,Масштабируемая ML-система
23,24,-1.0,Дублирование роли
23,27,-1.0,Дублирование роли
23,28,-1.0,Дублирование роли
23,48,-1.0,Дублирование роли
23,49,-1.0,Дублирование роли
23,60,-1.0,Дублирование роли
23,69,-1.0,Дублирование роли
23,72,2.0,Аналитика + моделирование
23,73,2.0,Аналитика + моделирование
23,74,2.0,Аналитика + моделирование
23,75,2.0,Аналитика + моделирование
24,27,-1.0,Дублирование роли
24,28,-1.0,Дублирование роли
24,48,-1.0,Дублирование роли
24,49,-1.0,Дублирование роли
24,60,-1.0,Дублирование роли
24,69,-1.0,Дублирование роли
24,72,2.0,Аналитика + моделирование
24,73,2.0,Аналитика + моделирование
24,74,2.0,Аналитика + моделирование
24,75,2.0,Аналитика + моделирование
25,26,-1.0,Дублирование роли
25,55,-1.0,Дублирование роли
25,56,-1.0,Дублирование роли
25,58,-1.0,Дублирование роли
25,59,-1.0,Дублирование роли
25,67,-1.0,Дублирование роли
25,68,-1.0,Дублирование роли
25,72,2.0,Аналитика + моделирование
25,73,2.0,Аналитика + моделирование
25,74,2.0,Аналитика + моделирование
25,75,2.0,Аналитика + моделирование
25,106,-1.0,Дублирование роли
25,107,-1.0,Дублирование роли
25,110,-1.0,Дублирование роли
25,111,-1.0,Дублирование роли
26,55,-1.0,Дублирование роли
26,56,-1.0,Дублирование роли
26,58,-1.0,Дублирование роли
26,59,-1.0,Дублирование роли
26,67,-1.0,Дублирование роли
26,68,-1.0,Дублирование роли
26,72,2.0,Аналитика + моделирование
26,73,2.0,Аналитика + моделирование
26,74,2.0,Аналитика + моделирование
26,75,2.0,Аналитика + моделирование
26,106,-1.0,Дублирование роли
26,107,-1.0,Дублирование роли
26,110,-1.0,Дублирование роли
26,111,-1.0,Дублирование роли
27,28,-1.0,Дублирование роли
27,48,-1.0,Дублирование роли
27,49,-1.0,Дублирование роли
27,60,-1.0,Дублирование роли
27,69,-1.0,Дублирование роли
27,72,2.0,Аналитика + моделирование
27,73,2.0,Аналитика + моделирование
27,74,2.0,Аналитика + моделирование
27,75,2.0,Аналитика + моделирование
28,48,-1.0,Дублирование роли
28,49,-1.0,Дублирование роли
28,60,-1.0,Дублирование роли
28,69,-1.0,Дублирование роли
28,72,2.0,Аналитика + моделирование
28,73,2.0,Аналитика + моделирование
28,74,2.0,Аналитика + моделирование
28,75,2.0,Аналитика + моделирование
29,30,-1.0,Дублирование роли
29,31,2.5,R&D → Engineering
29,32,2.5,R&D → Engineering
29,33,2.5,R&D → Engineering
29,34,-1.0,Дублирование роли
29,35,-1.0,Дублирование роли
29,36,2.5,AI + ML сильная синергия
29,37,2.5,AI + ML сильная синергия
29,38,3.0,ML pipeline: данные + модели
29,39,3.0,ML pipeline: данные + модели
29,40,1.5,Масштабируемая ML-система
29,41,1.5,Масштабируемая ML-система
29,42,2.5,R&D → Engineering
29,43,2.5,R&D → Engineering
29,44,2.5,R&D → Engineering
29,45,2.5,R&D → Engineering
29,46,1.5,Масштабируемая ML-система
29,47,1.5,Масштабируемая ML-система
29,50,2.5,R&D → Engineering
29,51,2.5,R&D → Engineering
29,52,2.5,R&D → Engineering
29,53,2.5,R&D → Engineering
29,54,2.5,R&D → Engineering
29,61,2.5,R&D → Engineering
29,62,2.5,R&D → Engineering
29,65,-1.0,Дублирование роли
29,66,-1.0,Дублирование роли
29,70,2.5,R&D → Engineering
29,71,2.5,R&D → Engineering
29,72,2.5,Исследования + продакшн
29,73,2.5,Исследования + продакшн
29,74,2.5,Исследования + продакшн
29,75,2.5,Исследования + продакшн
29,77,-1.0,Дублирование роли
29,78,-1.0,Дублирование роли
29,79,2.5,AI + ML сильная синергия
29,80,2.5,AI + ML сильная синергия
29,81,2.5,R&D → Engineering
29,82,2.5,R&D → Engineering
29,85,2.5,AI + ML сильная синергия
29,86,2.5,AI + ML сильная синергия
29,87,2.5,AI + ML сильная синергия
29,88,2.5,AI + ML сильная синергия
29,89,3.0,ML pipeline: данные + модели
29,90,2.5,R&D → Engineering
29,91,2.5,R&D → Engineering
29,92,2.5,R&D → Engineering
29,93,2.5,R&D → Engineering
29,94,2.5,R&D → Engineering
29,97,1.5,Масштабируемая ML-система
29,98,1.5,Масштабируемая ML-система
29,101,2.5,R&D → Engineering
29,102,3.0,ML pipeline: данные + модели
29,103,3.0,ML pipeline: данные + модели
29,104,3.0,ML pipeline: данные + модели
29,108,1.5,Масштабируемая ML-система
29,109,1.5,Масштабируемая ML-система
30,31,2.5,R&D → Engineering
30,32,2.5,R&D → Engineering
30,33,2.5,R&D → Engineering
30,34,-1.0,Дублирование роли
30,35,-1.0,Дублирование роли
30,36,2.5,AI + ML сильная синергия
30,37,2.5,AI + ML сильная синергия
30,38,3.0,ML pipeline: данные + модели
30,39,3.0,ML pipeline: данные + модели
30,40,1.5,Масштабируемая ML-система
30,41,1.5,Масштабируемая ML-система
30,42,2.5,R&D → Engineering
30,43,2.5,R&D → Engineering
30,44,2.5,R&D → Engineering
30,45,2.5,R&D → Engineering
30,46,1.5,Масштабируемая ML-система
30,47,1.5,Масштабируемая ML-система
30,50,2.5,R&D → Engineering
30,51,2.5,R&D → Engineering
30,52,2.5,R&D → Engineering
30,53,2.5,R&D → Engineering
30,54,2.5,R&D → Engineering
30,61,2.5,R&D → Engineering
30,62,2.5,R&D → Engineering
30,65,-1.0,Дублирование роли
30,66,-1.0,Дублирование роли
30,70,2.5,R&D → Engineering
30,71,2.5,R&D → Engineering
30,72,2.5,Исследования + продакшн
30,73,2.5,Исследования + продакшн
30,74,2.5,Исследования + продакшн
30,75,2.5,Исследования + продакшн
30,77,-1.0,Дублирование роли
30,78,-1.0,Дублирование роли
30,79,2.5,AI + ML сильная синергия
30,80,2.5,AI + ML сильная синергия
30,81,2.5,R&D → Engineering
30,82,2.5,R&D → Engineering
30,85,2.5,AI + ML сильная синергия
30,86,2.5,AI + ML сильная синергия
30,87,2.5,AI + ML сильная синергия
30,88,2.5,AI + ML сильная синергия
30,89,3.0,ML pipeline: данные + модели
30,90,2.5,R&D → Engineering
30,91,2.5,R&D → Engineering
30,92,2.5,R&D → Engineering
30,93,2.5,R&D → Engineering
30,94,2.5,R&D → Engineering
30,97,1.5,Масштабируемая ML-система
30,98,1.5,Масштабируемая ML-система
30,101,2.5,R&D → Engineering
30,102,3.0,ML pipeline: данные + модели
30,103,3.0,ML pipeline: данные + модели
30,104,3.0,ML pipeline: данные + модели
30,108,1.5,Масштабируемая ML-система
30,109,1.5,Масштабируемая ML-система
31,32,-1.0,Дублирование роли
31,34,2.5,R&D → Engineering
31,35,2.5,R&D → Engineering
31,36,2.0,AI Research связка
31,37,2.0,AI Research связка
31,53,-1.0,Дублирование роли
31,54,-1.0,Дублирование роли
31,57,2.5,R&D → Engineering
31,61,-1.0,Дублирование роли
31,62,-1.0,Дублирование роли
31,63,2.5,R&D → Engineering
31,64,2.5,R&D → Engineering
31,65,2.5,R&D → Engineering
31,66,2.5,R&D → Engineering
31,70,-1.0,Дублирование роли
31,71,-1.0,Дублирование роли
31,72,1.5,Исследования + практика
31,73,1.5,Исследования + практика
31,74,1.5,Исследования + практика
31,75,1.5,Исследования + практика
31,76,2.5,R&D → Engineering
31,77,2.5,R&D → Engineering
31,78,2.5,R&D → Engineering
31,79,2.0,AI Research связка
31,80,2.0,AI Research связка
31,83,2.5,R&D → Engineering
31,84,2.5,R&D → Engineering
31,85,2.0,AI Research связка
31,86,2.0,AI Research связка
31,87,2.0,AI Research связка
31,88,2.0,AI Research связка
31,92,-1.0,Дублирование роли
31,93,-1.0,Дублирование роли
31,94,-1.0,Дублирование роли
31,95,2.5,R&D → Engineering
31,96,2.5,R&D → Engineering
31,99,2.5,R&D → Engineering
31,100,2.5,R&D → Engineering
31,101,-1.0,Дублирование роли
31,105,2.5,R&D → Engineering
32,34,2.5,R&D → Engineering
32,35,2.5,R&D → Engineering
32,36,2.0,AI Research связка
32,37,2.0,AI Research связка
32,53,-1.0,Дублирование роли
32,54,-1.0,Дублирование роли
32,57,2.5,R&D → Engineering
32,61,-1.0,Дублирование роли
32,62,-1.0,Дублирование роли
32,63,2.5,R&D → Engineering
32,64,2.5,R&D → Engineering
32,65,2.5,R&D → Engineering
32,66,2.5,R&D → Engineering
32,70,-1.0,Дублирование роли
32,71,-1.0,Дублирование роли
32,72,1.5,Исследования + практика
32,73,1.5,Исследования + практика
32,74,1.5,Исследования + практика
32,75,1.5,Исследования + практика
32,76,2.5,R&D → Engineering
32,77,2.5,R&D → Engineering
32,78,2.5,R&D → Engineering
32,79,2.0,AI Research связка
32,80,2.0,AI Research связка
32,83,2.5,R&D → Engineering
32,84,2.5,R&D → Engineering
32,85,2.0,AI Research связка
32,86,2.0,AI Research связка
32,87,2.0,AI Research связка
32,88,2.0,AI Research связка
32,92,-1.0,Дублирование роли
32,93,-1.0,Дублирование роли
32,94,-1.0,Дублирование роли
32,95,2.5,R&D → Engineering
32,96,2.5,R&D → Engineering
32,99,2.5,R&D → Engineering
32,100,2.5,R&D → Engineering
32,101,-1.0,Дублирование роли
32,105,2.5,R&D → Engineering
33,34,2.5,R&D → Engineering
33,35,2.5,R&D → Engineering
33,36,2.0,AI Research связка
33,37,2.0,AI Research связка
33,42,-1.0,Дублирование роли
33,43,-1.0,Дублирование роли
33,44,-1.0,Дублирование роли
33,45,-1.0,Дублирование роли
33,50,-1.0,Дублирование роли
33,51,-1.0,Дублирование роли
33,52,-1.0,Дублирование роли
33,57,2.5,R&D → Engineering
33,63,2.5,R&D → Engineering
33,64,2.5,R&D → Engineering
33,65,2.5,R&D → Engineering
33,66,2.5,R&D → Engineering
33,72,1.5,Исследования + практика
33,73,1.5,Исследования + практика
33,74,1.5,Исследования + практика
33,75,1.5,Исследования + практика
33,76,2.5,R&D → Engineering
33,77,2.5,R&D → Engineering
33,78,2.5,R&D → Engineering
33,79,2.0,AI Research связка
33,80,2.0,AI Research связка
33,81,-1.0,Дублирование роли
33,82,-1.0,Дублирование роли
33,83,2.5,R&D → Engineering
33,84,2.5,R&D → Engineering
33,85,2.0,AI Research связка
33,86,2.0,AI Research связка
33,87,2.0,AI Research связка
33,88,2.0,AI Research связка
33,90,-1.0,Дублирование роли
33,91,-1.0,Дублирование роли
33,95,2.5,R&D → Engineering
33,96,2.5,R&D → Engineering
33,99,2.5,R&D → Engineering
33,100,2.5,R&D → Engineering
33,105,2.5,R&D → Engineering
34,35,-1.0,Дублирование роли
34,36,2.5,AI + ML сильная синергия
34,37,2.5,AI + ML сильная синергия
34,38,3.0,ML pipeline: данные + модели
34,39,3.0,ML pipeline: данные + модели
34,40,1.5,Масштабируемая ML-система
34,41,1.5,Масштабируемая ML-система
34,42,2.5,R&D → Engineering
34,43,2.5,R&D → Engineering
34,44,2.5,R&D → Engineering
34,45,2.5,R&D → Engineering
34,46,1.5,Масштабируемая ML-система
34,47,1.5,Масштабируемая ML-система
34,50,2.5,R&D → Engineering
34,51,2.5,R&D → Engineering
34,52,2.5,R&D → Engineering
34,53,2.5,R&D → Engineering
34,54,2.5,R&D → Engineering
34,61,2.5,R&D → Engineering
34,62,2.5,R&D → Engineering
34,65,-1.0,Дублирование роли
34,66,-1.0,Дублирование роли
34,70,2.5,R&D → Engineering
34,71,2.5,R&D → Engineering
34,72,2.5,Исследования + продакшн
34,73,2.5,Исследования + продакшн
34,74,2.5,Исследования + продакшн
